article_id,title,publication_date,publication_year,type,author_type,queried_author,general_h_index,general_i10_index,author_position,is_corresponding_author,n_authors,journal_display_name,journal_publisher,is_oa,oa_status,primary_topic,topic_subfield,topic_field,topic_domain,top_concepts,keywords,sdgs,total_citations,percentile_min,percentile_max,citation_norm_percentile,n_references,citations_year_6,citations_year_5,citations_year_4,citations_year_3,citations_year_2,citations_year_1,citations_year_0,citations_year_8,citations_year_7,author_total_citations
https://openalex.org/W4378652369,A scalable framework for quantifying field-level agricultural carbon outcomes,2023-05-29,2023,article,Target_author,Kaiyu,69,156,first,True,27,Earth-Science Reviews,Elsevier BV,True,bronze,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Greenhouse gas', 'Environmental science', 'Soil carbon', 'Scalability', 'Agriculture']","['Greenhouse gas', 'Environmental science', 'Soil carbon', 'Scalability', 'Agriculture', 'Agroecosystem', 'Environmental resource management', 'Environmental economics', 'Agricultural engineering', 'Computer science', 'Engineering', 'Soil science', 'Soil water', 'Ecology']",['Zero hunger'],49,96.0,100.0,0.98278837,185,,,,8.0,23.0,15.0,3.0,,,10358
https://openalex.org/W3114521038,Assessing yield and economic impact of introducing soybean to the lowland rice system in southern Brazil,2020-12-25,2020,article,Target_author,Grassini,56,106,last,True,7,Agricultural Systems,Elsevier BV,False,closed,Rice Cultivation and Yield Improvement,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Rotation system', 'Crop rotation', 'Cropping system', 'Monoculture', 'Agronomy']","['Rotation system', 'Crop rotation', 'Cropping system', 'Monoculture', 'Agronomy', 'Cropping', 'Yield (engineering)', 'Sowing', 'Mathematics', 'Fertilizer', 'Environmental science', 'Paddy field', 'Crop', 'Agriculture', 'Geography', 'Biology', 'Physics']",[],48,97.0,100.0,0.95675578,45,4.0,11.0,8.0,11.0,9.0,5.0,,,,3977
https://openalex.org/W3132712337,Projecting potential impact of COVID-19 on major cereal crops in Senegal and Burkina Faso using crop simulation models,2021-02-21,2021,article,Target_author,Vara Prasad,93,359,last,True,7,Agricultural Systems,Elsevier BV,True,green,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['DSSAT', 'Livelihood', 'Crop simulation model', 'Crop yield', 'Agriculture']","['DSSAT', 'Livelihood', 'Crop simulation model', 'Crop yield', 'Agriculture', 'Sowing', 'Crop', 'Agroecology', 'Environmental science', 'Sorghum', 'Yield (engineering)', 'Agricultural productivity', 'Agricultural science', 'Agronomy', 'Agroforestry', 'Geography', 'Agricultural economics', 'Economics', 'Biology']",['Zero hunger'],48,96.0,99.0,0.98648862,96,,1.0,12.0,6.0,14.0,8.0,7.0,,,13299
https://openalex.org/W3199870686,"Does water availability affect the critical N dilution curves in crops? A case study for maize, wheat, and tall fescue crops",2021-09-17,2021,article,Target_author,Ciampitti,58,219,first,True,5,Field Crops Research,Elsevier BV,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Dilution', 'Crop', 'Agronomy', 'Zea mays', 'Mathematics']","['Dilution', 'Crop', 'Agronomy', 'Zea mays', 'Mathematics', 'Biology']",['Clean water and sanitation'],47,98.0,100.0,0.97295679,69,,3.0,16.0,8.0,6.0,14.0,,,,7582
https://openalex.org/W2942626916,"Nitrogen limitation in high-yield soybean: Seed yield, N accumulation, and N-use efficiency",2019-05-01,2019,article,Target_author,Grassini,56,106,last,True,7,Field Crops Research,Elsevier BV,False,closed,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Yield (engineering)', 'Agronomy', 'Nitrogen', '30-day yield', 'Environmental science']","['Yield (engineering)', 'Agronomy', 'Nitrogen', '30-day yield', 'Environmental science', 'Mathematics', 'Biology', 'Chemistry', 'Grain yield', 'Physics']",[],45,94.0,100.0,0.96386535,38,8.0,3.0,5.0,7.0,11.0,5.0,2.0,,4.0,3977
https://openalex.org/W2801394873,"Thresholds, sensitive stages and genetic variability of finger millet to high temperature stress",2018-04-17,2018,article,Target_author,Vara Prasad,93,359,middle,True,6,Journal of Agronomy and Crop Science,Wiley,True,bronze,Plant Stress Responses and Tolerance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Panicle', 'Eleusine', 'Biology', 'Agronomy', 'Grain yield']","['Panicle', 'Eleusine', 'Biology', 'Agronomy', 'Grain yield', 'Finger millet', 'Arid']",['Life in Land'],45,90.0,100.0,0.94498775,66,8.0,6.0,4.0,6.0,4.0,4.0,1.0,4.0,8.0,13299
https://openalex.org/W4399652790,"Harnessing plant growth-promoting rhizobacteria, Bacillus subtilis and B. aryabhattai to combat salt stress in rice: a study on the regulation of antioxidant defense, ion homeostasis, and photosynthetic parameters",2024-06-13,2024,article,Target_author,Vara Prasad,93,359,middle,True,7,Frontiers in Plant Science,Frontiers Media,True,gold,Plant Stress Responses and Tolerance,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Rhizobacteria', 'Biology', 'Oryza sativa', 'Salinity', 'Transplantation']","['Rhizobacteria', 'Biology', 'Oryza sativa', 'Salinity', 'Transplantation', 'Photosynthesis', 'Transplanting', 'Botany', 'Horticulture', 'Seedling', 'Agronomy', 'Rhizosphere', 'Bacteria', 'Medicine', 'Ecology']",[],45,97.0,100.0,0.99712732,54,,,,,13.0,28.0,4.0,,,13299
https://openalex.org/W4220868078,Kernel weight contribution to yield genetic gain of maize: a global review and US case studies,2022-03-10,2022,review,Target_author,Ciampitti,58,219,last,True,6,Journal of Experimental Botany,Oxford University Press,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Hybrid', 'Zea mays', 'Kernel (algebra)', 'Grain yield', 'Agronomy']","['Hybrid', 'Zea mays', 'Kernel (algebra)', 'Grain yield', 'Agronomy', 'Yield (engineering)', 'Biology', 'Plant breeding', 'Biotechnology', 'Crop', 'Mathematics']",['Zero hunger'],45,96.0,100.0,0.98667448,69,,,3.0,20.0,11.0,8.0,3.0,,,7582
https://openalex.org/W3106726702,Using crop simulation model to evaluate influence of water management practices and multiple cropping systems on crop yields: A case study for Ethiopian highlands,2020-11-20,2020,article,Target_author,Vara Prasad,93,359,middle,True,4,Field Crops Research,Elsevier BV,False,closed,Agronomic Practices and Intercropping Systems,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Agronomy', 'Monoculture', 'Crop rotation', 'Irrigation', 'Cropping']","['Agronomy', 'Monoculture', 'Crop rotation', 'Irrigation', 'Cropping', 'Yield (engineering)', 'Yield gap', 'Cropping system', 'Environmental science', 'Crop yield', 'Soil water', 'Mathematics', 'Soil fertility', 'Rainfed agriculture', 'Crop', 'Water-use efficiency', 'Agriculture', 'Biology', 'Soil science']",['Clean water and sanitation'],44,98.0,100.0,0.96950555,72,5.0,8.0,6.0,7.0,11.0,7.0,,,,13299
https://openalex.org/W3002233402,Mid‐season county‐level corn yield forecast for US Corn Belt integrating satellite imagery and weather variables,2020-01-24,2020,article,Target_author,Ciampitti,58,219,last,True,9,Crop Science,Wiley,False,closed,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Normalized Difference Vegetation Index', 'Yield (engineering)', 'Growing season', 'Environmental science', 'Precipitation']","['Normalized Difference Vegetation Index', 'Yield (engineering)', 'Growing season', 'Environmental science', 'Precipitation', 'Satellite imagery', 'Vegetation (pathology)', 'Meteorology', 'Statistics', 'Climatology', 'Mathematics', 'Agronomy', 'Geography', 'Leaf area index', 'Biology']",['Zero hunger'],44,97.0,100.0,0.93687676,53,3.0,5.0,11.0,5.0,5.0,11.0,4.0,,,7582
https://openalex.org/W4281845117,Radiation use efficiency increased over a century of maize (<i>Zea mays</i>L.) breeding in the US corn belt,2022-05-30,2022,article,Target_author,Messina,53,97,first,True,9,Journal of Experimental Botany,Oxford University Press,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Crop', 'Agronomy', 'Zea mays', 'Interception', 'Yield (engineering)']","['Crop', 'Agronomy', 'Zea mays', 'Interception', 'Yield (engineering)', 'Canopy', 'Hybrid', 'Leaf area index', 'Biology', 'Irrigation', 'Botany', 'Ecology']",[],44,97.0,100.0,0.98692109,71,,,2.0,13.0,12.0,13.0,4.0,,,3276
https://openalex.org/W3170875595,Environmental Factors Associated With Nitrogen Fixation Prediction in Soybean,2021-06-15,2021,article,Target_author,Ciampitti,58,219,last,True,9,Frontiers in Plant Science,Frontiers Media,True,gold,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Sowing', 'Nitrogen fixation', 'Agronomy', 'Linear regression', 'Mathematics']","['Sowing', 'Nitrogen fixation', 'Agronomy', 'Linear regression', 'Mathematics', 'Biology', 'Animal science', 'Nitrogen', 'Chemistry', 'Statistics']",['Responsible consumption and production'],43,93.0,100.0,0.96814336,75,,3.0,7.0,11.0,12.0,8.0,2.0,,,7582
https://openalex.org/W2887010805,Exploring Nitrogen Limitation for Historical and Modern Soybean Genotypes,2018-08-09,2018,article,Target_author,Ciampitti,58,219,last,True,6,Agronomy Journal,Wiley,True,hybrid,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Sowing', 'Yield (engineering)', 'Nitrogen', 'Agronomy', 'Growing season']","['Sowing', 'Yield (engineering)', 'Nitrogen', 'Agronomy', 'Growing season', 'Glycine', 'Nitrogen fixation', 'Biology', 'Human fertilization', 'Chemistry', 'Amino acid']",[],42,96.0,99.0,0.9628551,52,7.0,3.0,7.0,9.0,7.0,5.0,,,4.0,7582
https://openalex.org/W3176851564,Cleaner air has contributed one-fifth of US maize and soybean yield gains since 1999,2021-06-29,2021,article,Target_author,Lobell,112,269,first,True,2,Environmental Research Letters,IOP Publishing,True,gold,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Pollutant', 'Yield (engineering)', 'Particulates', 'Environmental science', 'Air quality index']","['Pollutant', 'Yield (engineering)', 'Particulates', 'Environmental science', 'Air quality index', 'Air pollution', 'Sulfur dioxide', 'Ozone', 'Nitrogen dioxide', 'Agriculture', 'Atmospheric sciences', 'Air pollutants', 'Agronomy', 'Meteorology', 'Chemistry', 'Ecology', 'Biology', 'Geography']",['Responsible consumption and production'],42,97.0,99.0,0.96161707,38,,2.0,11.0,10.0,9.0,6.0,4.0,,,8518
https://openalex.org/W4281775304,A global dataset to parametrize critical nitrogen dilution curves for major crop species,2022-06-07,2022,review,Target_author,Ciampitti,58,219,first,True,7,Scientific Data,Nature Portfolio,True,gold,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Dilution', 'Crop', 'Biomass (ecology)', 'Environmental science', 'Sampling (signal processing)']","['Dilution', 'Crop', 'Biomass (ecology)', 'Environmental science', 'Sampling (signal processing)', 'Key (lock)', 'Range (aeronautics)', 'Residual', 'Nitrogen', 'Mathematics', 'Agronomy', 'Computer science', 'Biology', 'Ecology', 'Chemistry', 'Physics', 'Materials science', 'Algorithm']",['Zero hunger'],41,97.0,100.0,0.95534819,29,,,4.0,20.0,5.0,8.0,4.0,,,7582
https://openalex.org/W2945077511,Soybean Nitrogen Sources and Demand During the Seed‐Filling Period,2019-05-23,2019,article,Target_author,Ciampitti,58,219,last,True,5,Agronomy Journal,Wiley,False,closed,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Sowing', 'Agronomy', 'Nitrogen', 'Biomass (ecology)', 'Nutrient']","['Sowing', 'Agronomy', 'Nitrogen', 'Biomass (ecology)', 'Nutrient', 'Biology', 'Field experiment', 'Animal science', 'Chemistry']",[],41,94.0,100.0,0.96205592,56,7.0,5.0,2.0,6.0,10.0,8.0,,,3.0,7582
https://openalex.org/W4381712612,Agronomy explains large yield gaps in smallholder oil palm fields,2023-06-02,2023,article,Target_author,Grassini,56,106,last,True,19,Agricultural Systems,Elsevier BV,True,hybrid,Oil Palm Production and Sustainability,Ecology,Environmental Science,Physical Sciences,"['Yield (engineering)', 'Yield gap', 'Sowing', 'Pruning', 'Palm oil']","['Yield (engineering)', 'Yield gap', 'Sowing', 'Pruning', 'Palm oil', 'Agroforestry', 'Productivity', 'Weed control', 'Agronomy', 'Agriculture', 'Crop yield', 'Agricultural engineering', 'Environmental science', 'Agricultural economics', 'Economics', 'Geography', 'Biology', 'Engineering']",['Zero hunger'],40,98.0,100.0,0.98600741,43,,,,7.0,17.0,9.0,7.0,,,3977
https://openalex.org/W3165935059,Revisiting linear regression to test agreement in continuous predicted-observed datasets,2021-06-08,2021,article,Target_author,Ciampitti,58,219,last,True,4,Agricultural Systems,Elsevier BV,False,closed,Irrigation Practices and Water Management,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Ordinary least squares', 'Linear regression', 'Regression', 'Statistics', 'Regression analysis']","['Ordinary least squares', 'Linear regression', 'Regression', 'Statistics', 'Regression analysis', 'Regression diagnostic', 'Scatter plot', 'Mathematics', 'Line (geometry)', 'Bivariate analysis', 'Interpretation (philosophy)', 'Plot (graphics)', 'Polynomial regression', 'Computer science', 'Geometry']",['Zero hunger'],40,98.0,99.0,0.94613808,63,,,10.0,14.0,9.0,7.0,,,,7582
https://openalex.org/W3210444381,Unraveling uncertainty drivers of the maize yield response to nitrogen: A Bayesian and machine learning approach,2021-10-21,2021,article,Target_author,Ciampitti,58,219,last,True,12,Agricultural and Forest Meteorology,Elsevier BV,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Mathematics', 'Zea mays', 'Crop yield', 'Bayesian probability', 'Grain yield']","['Mathematics', 'Zea mays', 'Crop yield', 'Bayesian probability', 'Grain yield', 'Yield (engineering)', 'Statistics', 'Predictability', 'Fertilizer', 'Agronomy', 'Biology', 'Physics']",[],40,98.0,100.0,0.96561552,93,,2.0,14.0,7.0,11.0,6.0,,,,7582
https://openalex.org/W4310067270,How does uncertainty of soil organic carbon stock affect the calculation of carbon budgets and soil carbon credits for croplands in the U.S. Midwest?,2022-11-24,2022,article,Target_author,Kaiyu,69,156,middle,True,12,Geoderma,Elsevier BV,True,hybrid,Soil Carbon and Nitrogen Dynamics,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Soil carbon', 'Environmental science', 'Stock (firearms)', 'Soil survey', 'Carbon credit']","['Soil carbon', 'Environmental science', 'Stock (firearms)', 'Soil survey', 'Carbon credit', 'Agroecosystem', 'Soil science', 'Climate change', 'Agriculture', 'Soil water', 'Geography', 'Geology', 'Oceanography']",[],40,90.0,100.0,0.95248869,97,,,5.0,18.0,7.0,9.0,1.0,,,10358
https://openalex.org/W4224983283,"Evaluating crop management options for sorghum, pearl millet and peanut to minimize risk under the projected midcentury climate scenario for different locations in Senegal",2022-01-01,2022,article,Target_author,Vara Prasad,93,359,last,True,9,Climate Risk Management,Elsevier BV,True,gold,Climate change impacts on agriculture,"Ecology, Evolution, Behavior and Systematics",Agricultural and Biological Sciences,Life Sciences,"['Climate change', 'Irrigation', 'Sowing', 'Environmental science', 'Sorghum']","['Climate change', 'Irrigation', 'Sowing', 'Environmental science', 'Sorghum', 'Cropping', 'Agronomy', 'Yield (engineering)', 'Food security', 'Crop yield', 'Crop', 'Agroforestry', 'Geography', 'Agriculture', 'Biology', 'Ecology']","['Climate action', 'Zero hunger']",39,97.0,100.0,0.99030451,68,,,2.0,9.0,18.0,5.0,5.0,,,13299
https://openalex.org/W4225700035,Crop Improvement for Circular Bioeconomy Systems,2022-01-01,2022,article,Target_author,Messina,53,97,first,True,12,Journal of the ASABE,,True,hybrid,Genetically Modified Organisms Research,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Sustainability', 'Phenomics', 'Computer science', 'Productivity', 'Crop yield']","['Sustainability', 'Phenomics', 'Computer science', 'Productivity', 'Crop yield', 'Set (abstract data type)', 'Agriculture', 'Agricultural engineering', 'Engineering', 'Genomics', 'Ecology', 'Biology']",['Zero hunger'],38,98.0,100.0,0.97032507,87,,,3.0,12.0,6.0,11.0,6.0,,,3276
https://openalex.org/W2800742884,Estimating plant distance in maize using Unmanned Aerial Vehicle (UAV),2018-04-20,2018,article,Target_author,Basso,70,193,middle,True,5,PLoS ONE,Public Library of Science,True,gold,Smart Agriculture and AI,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Crop', 'Agronomy', 'Grain yield', 'Environmental science', 'Scale (ratio)']","['Crop', 'Agronomy', 'Grain yield', 'Environmental science', 'Scale (ratio)', 'Row', 'Yield (engineering)', 'Zea mays', 'Agricultural engineering', 'Remote sensing', 'Biology', 'Computer science', 'Geography', 'Engineering', 'Cartography']",['Zero hunger'],37,89.0,99.0,0.9098008,28,13.0,4.0,9.0,3.0,1.0,4.0,1.0,,2.0,5518
https://openalex.org/W2901954632,Assessing variation in maize grain nitrogen concentration and its implications for estimating nitrogen balance in the US North Central region,2018-11-17,2018,article,Target_author,Grassini,56,106,last,True,19,Field Crops Research,Elsevier BV,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Nitrogen', 'Nitrogen balance', 'Grain yield', 'Fertilizer', 'Estimation']","['Nitrogen', 'Nitrogen balance', 'Grain yield', 'Fertilizer', 'Estimation', 'Environmental science', 'Agronomy', 'Regression analysis', 'Yield (engineering)', 'Grain size', 'Regression', 'Soil science', 'Mathematics', 'Statistics', 'Animal science', 'Biology', 'Chemistry', 'Physics', 'Materials science', 'Economics']",['Climate action'],36,94.0,99.0,0.96620307,61,3.0,3.0,7.0,7.0,10.0,2.0,,1.0,3.0,3977
https://openalex.org/W3004678473,Crop science: A foundation for advancing predictive agriculture,2020-02-04,2020,article,Target_author,Messina,53,97,first,True,4,Crop Science,Wiley,True,green,Genetics and Plant Breeding,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Biology', 'Foundation (evidence)', 'Agriculture', 'Crop', 'Biotechnology']","['Biology', 'Foundation (evidence)', 'Agriculture', 'Crop', 'Biotechnology', 'Agroforestry', 'Agronomy', 'Ecology', 'Archaeology']",['Zero hunger'],36,96.0,99.0,0.96120365,24,,5.0,3.0,5.0,5.0,9.0,9.0,,,3276
https://openalex.org/W2789536839,Corn Yield Response to Plant Density and Nitrogen: Spatial Models and Yield Distribution,2018-03-08,2018,article,Target_author,Ciampitti,58,219,last,True,8,Agronomy Journal,Wiley,False,closed,Crop Yield and Soil Fertility,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Yield (engineering)', 'Geospatial analysis', 'Fertilizer', 'Agronomy', 'Plant density']","['Yield (engineering)', 'Geospatial analysis', 'Fertilizer', 'Agronomy', 'Plant density', 'Statistics', 'Mathematics', 'Crop yield', 'Environmental science', 'Geography', 'Biology', 'Sowing']",['Zero hunger'],36,94.0,99.0,0.94776265,74,4.0,6.0,5.0,3.0,7.0,2.0,3.0,,6.0,7582
https://openalex.org/W4381889671,Two decades of harnessing standing genetic variation for physiological traits to improve drought tolerance in maize,2023-06-15,2023,review,Target_author,Messina,53,97,first,True,5,Journal of Experimental Botany,Oxford University Press,True,hybrid,Genetics and Plant Breeding,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Genetic gain', 'Biology', 'Drought tolerance', 'Trait', 'Context (archaeology)']","['Genetic gain', 'Biology', 'Drought tolerance', 'Trait', 'Context (archaeology)', 'Crop', 'Selection (genetic algorithm)', 'Agronomy', 'Genomic selection', 'Plant breeding', 'Biotechnology', 'Drought stress', 'Genetic variation', 'Genotype', 'Genetics', 'Computer science', 'Gene', 'Machine learning']",['Clean water and sanitation'],36,96.0,100.0,0.98815667,142,,,,4.0,19.0,10.0,3.0,,,3276
https://openalex.org/W3157352975,Sulfur fertilization in soybean: A meta-analysis on yield and seed composition,2021-04-27,2021,article,Target_author,Ciampitti,58,219,last,True,15,European Journal of Agronomy,Elsevier BV,False,closed,Nitrogen and Sulfur Effects on Brassica,Molecular Biology,"Biochemistry, Genetics and Molecular Biology",Life Sciences,"['Sowing', 'Human fertilization', 'Agronomy', 'Composition (language)', 'Sulfur']","['Sowing', 'Human fertilization', 'Agronomy', 'Composition (language)', 'Sulfur', 'Yield (engineering)', 'Fertilizer', 'Biology', 'Chemistry']",['Life in Land'],36,89.0,100.0,0.89105459,82,,3.0,5.0,13.0,8.0,6.0,1.0,,,7582
https://openalex.org/W4283748406,Establishing a critical nitrogen dilution curve for estimating nitrogen nutrition index of potato crop in tropical environments,2022-06-29,2022,article,Target_author,Ciampitti,58,219,last,True,6,Field Crops Research,Elsevier BV,True,green,Potato Plant Research,Food Science,Agricultural and Biological Sciences,Life Sciences,"['Cultivar', 'Crop', 'Solanum tuberosum', 'Mathematics', 'Limiting']","['Cultivar', 'Crop', 'Solanum tuberosum', 'Mathematics', 'Limiting', 'Crop simulation model', 'Agronomy', 'Index (typography)', 'Yield (engineering)', 'Nitrogen', 'Statistics', 'Environmental science', 'Horticulture', 'Biology', 'Chemistry', 'Computer science', 'Physics']",[],36,94.0,100.0,0.95461921,29,,,2.0,13.0,12.0,7.0,2.0,,,7582
https://openalex.org/W4281668399,Field validation of a farmer supplied data approach to close soybean yield gaps in the US North Central region,2022-05-30,2022,article,Target_author,Grassini,56,106,last,True,13,Agricultural Systems,Elsevier BV,False,closed,Soybean genetics and cultivation,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Profit (economics)', 'Yield (engineering)', 'Crop management', 'Yield gap', 'Agricultural engineering']","['Profit (economics)', 'Yield (engineering)', 'Crop management', 'Yield gap', 'Agricultural engineering', 'Agricultural economics', 'Agricultural science', 'Crop yield', 'Economics', 'Mathematics', 'Environmental science', 'Agronomy', 'Crop', 'Geography', 'Forestry', 'Engineering', 'Microeconomics']",['Climate action'],35,96.0,100.0,0.96915446,31,,,1.0,9.0,8.0,17.0,,,,3977
https://openalex.org/W2913057251,Modeling irrigation and nitrogen management of wheat in northern Ethiopia,2019-02-15,2019,article,Target_author,Vara Prasad,93,359,middle,True,6,Agricultural Water Management,Elsevier BV,False,closed,Irrigation Practices and Water Management,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['DSSAT', 'Irrigation', 'Agronomy', 'Environmental science', 'Biomass (ecology)']","['DSSAT', 'Irrigation', 'Agronomy', 'Environmental science', 'Biomass (ecology)', 'Fertilizer', 'Crop yield', 'Yield (engineering)', 'Biology']",[],35,96.0,99.0,0.91371923,48,6.0,5.0,5.0,7.0,5.0,6.0,,,1.0,13299
https://openalex.org/W3185863846,Assessing Marginal Land Availability Based on Land Use Change Information in the Contiguous United States,2021-07-23,2021,article,Target_author,Kaiyu,69,156,middle,True,5,Environmental Science & Technology,American Chemical Society,True,green,Bioenergy crop production and management,Agronomy and Crop Science,Agricultural and Biological Sciences,Life Sciences,"['Marginal land', 'Hectare', 'Land use', 'Marginal value', 'Agricultural land']","['Marginal land', 'Hectare', 'Land use', 'Marginal value', 'Agricultural land', 'Marginal product', 'Environmental science', 'Marginal cost', 'Land cover', 'Land use, land-use change and forestry', 'Agriculture', 'Geography', 'Agricultural economics', 'Agroforestry', 'Production (economics)', 'Economics', 'Ecology']",['Zero hunger'],35,93.0,100.0,0.96262756,61,,3.0,9.0,6.0,10.0,5.0,2.0,,,10358
https://openalex.org/W4310796724,The soiltestcorr R package: An accessible framework for reproducible correlation analysis of crop yield and soil test data,2022-12-06,2022,article,Target_author,Ciampitti,58,219,last,True,6,SoftwareX,Elsevier BV,True,gold,Soil Geostatistics and Mapping,Environmental Engineering,Environmental Science,Physical Sciences,"['Computer science', 'Software', 'Plateau (mathematics)', 'Correlation', 'Crop yield']","['Computer science', 'Software', 'Plateau (mathematics)', 'Correlation', 'Crop yield', 'Statistics', 'Data mining', 'Mathematics', 'Agronomy', 'Programming language']",['Zero hunger'],35,98.0,100.0,0.91263011,28,,,2.0,15.0,11.0,7.0,,,,7582
https://openalex.org/W2909476411,Economic value and water productivity of major irrigated crops in the Ogallala aquifer region,2019-01-12,2019,article,Target_author,Vara Prasad,93,359,last,True,8,Agricultural Water Management,Elsevier BV,False,closed,Irrigation Practices and Water Management,Soil Science,Agricultural and Biological Sciences,Life Sciences,"['Sorghum', 'Irrigation', 'Agronomy', 'DSSAT', 'Deficit irrigation']","['Sorghum', 'Irrigation', 'Agronomy', 'DSSAT', 'Deficit irrigation', 'Environmental science', 'Cropping system', 'Crop', 'Surface irrigation', 'Mathematics', 'Irrigation management', 'Biology']",[],35,94.0,99.0,0.94043518,34,3.0,4.0,2.0,6.0,5.0,11.0,2.0,,2.0,13299
https://openalex.org/W2947749415,Response of maize photosynthesis to high temperature: Implications for modeling the impact of global warming,2019-06-01,2019,article,Target_author,Messina,53,97,last,True,3,Plant Physiology and Biochemistry,Elsevier BV,False,closed,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Photosynthesis', 'Global warming', 'Climate change', 'Biology', 'Environmental science']","['Photosynthesis', 'Global warming', 'Climate change', 'Biology', 'Environmental science', 'Agronomy', 'Botany', 'Ecology']",[],35,94.0,99.0,0.96006179,35,5.0,4.0,2.0,12.0,5.0,6.0,,,1.0,3276
https://openalex.org/W3198360745,Revisiting the critical nitrogen dilution curve for tall fescue: A quantitative synthesis,2021-09-02,2021,article,Target_author,Ciampitti,58,219,last,True,6,European Journal of Agronomy,Elsevier BV,False,closed,Turfgrass Adaptation and Management,Environmental Chemistry,Environmental Science,Physical Sciences,"['Festuca arundinacea', 'Mathematics', 'Dilution', 'Animal science', 'Statistics']","['Festuca arundinacea', 'Mathematics', 'Dilution', 'Animal science', 'Statistics', 'Environmental science', 'Agronomy', 'Biology', 'Physics', 'Poaceae']",['Zero hunger'],34,98.0,99.0,0.87697009,48,,2.0,11.0,6.0,6.0,9.0,,,,7582
https://openalex.org/W4283743888,Improving field boundary delineation in ResUNets via adversarial deep learning,2022-06-30,2022,article,Target_author,Kaiyu,69,156,middle,True,5,International Journal of Applied Earth Observation and Geoinformation,Elsevier BV,True,gold,Remote Sensing in Agriculture,Ecology,Environmental Science,Physical Sciences,"['Boundary (topology)', 'Field (mathematics)', 'Computer science', 'Adversarial system', 'Deep learning']","['Boundary (topology)', 'Field (mathematics)', 'Computer science', 'Adversarial system', 'Deep learning', 'Artificial intelligence', 'Machine learning', 'Scalability', 'Data science', 'Data mining', 'Database', 'Mathematics']",['Zero hunger'],34,98.0,99.0,0.96491585,37,,,,10.0,9.0,15.0,,,,10358
https://openalex.org/W3000820734,Varying Contributions of Drivers to the Relationship Between Canopy Photosynthesis and Far‐Red Sun‐Induced Fluorescence for Two Maize Sites at Different Temporal Scales,2020-01-27,2020,article,Target_author,Kaiyu,69,156,middle,True,13,Journal of Geophysical Research Biogeosciences,Wiley,True,bronze,Plant responses to elevated CO2,Plant Science,Agricultural and Biological Sciences,Life Sciences,"['Photosynthetically active radiation', 'Canopy', 'Atmospheric sciences', 'Linear relationship', 'Photosynthesis']","['Photosynthetically active radiation', 'Canopy', 'Atmospheric sciences', 'Linear relationship', 'Photosynthesis', 'Growing season', 'Chlorophyll fluorescence', 'Environmental science', 'Mathematics', 'Ecology', 'Physics', 'Botany', 'Biology', 'Statistics']",[],34,96.0,99.0,0.9359337,64,,3.0,12.0,7.0,7.0,5.0,,,,10358
